Stationscode;Datum;Datum-Uhrzeit;Feinstaub;Ozon;NO2;LuftQualiIndex;tavg;tmin;tmax;prcp;snow;wdir;wspd;wpgt;pres;tsun
DENW059;04.07.2021;04.07.2021 02:00;14;11;28;gut;18,1;14,6;23,6;20,7;0;206,9;5,2;54;1010,9;228
DENW059;04.07.2021;04.07.2021 03:00;14;6;24;gut;18,1;14,6;23,6;20,7;0;206,9;5,2;54;1010,9;228
DENW059;04.07.2021;04.07.2021 04:00;14;7;18;sehr gut;18,1;14,6;23,6;20,7;0;206,9;5,2;54;1010,9;228
DENW059;04.07.2021;04.07.2021 05:00;14;-;9;sehr gut;18,1;14,6;23,6;20,7;0;206,9;5,2;54;1010,9;228
DENW059;04.07.2021;04.07.2021 06:00;14;13;10;sehr gut;18,1;14,6;23,6;20,7;0;206,9;5,2;54;1010,9;228
DENW059;04.07.2021;04.07.2021 07:00;14;13;14;sehr gut;18,1;14,6;23,6;20,7;0;206,9;5,2;54;1010,9;228
DENW059;04.07.2021;04.07.2021 08:00;14;19;14;sehr gut;18,1;14,6;23,6;20,7;0;206,9;5,2;54;1010,9;228
DENW059;04.07.2021;04.07.2021 09:00;14;34;13;sehr gut;18,1;14,6;23,6;20,7;0;206,9;5,2;54;1010,9;228
DENW059;04.07.2021;04.07.2021 10:00;14;35;13;sehr gut;18,1;14,6;23,6;20,7;0;206,9;5,2;54;1010,9;228
DENW059;04.07.2021;04.07.2021 11:00;14;49;14;sehr gut;18,1;14,6;23,6;20,7;0;206,9;5,2;54;1010,9;228
DENW059;04.07.2021;04.07.2021 12:00;14;72;12;gut;18,1;14,6;23,6;20,7;0;206,9;5,2;54;1010,9;228
DENW059;04.07.2021;04.07.2021 13:00;14;67;8;gut;18,1;14,6;23,6;20,7;0;206,9;5,2;54;1010,9;228
DENW059;04.07.2021;04.07.2021 14:00;14;69;6;gut;18,1;14,6;23,6;20,7;0;206,9;5,2;54;1010,9;228
DENW059;04.07.2021;04.07.2021 15:00;14;67;5;gut;18,1;14,6;23,6;20,7;0;206,9;5,2;54;1010,9;228
DENW059;04.07.2021;04.07.2021 16:00;14;51;-;sehr gut;18,1;14,6;23,6;20,7;0;206,9;5,2;54;1010,9;228
DENW059;04.07.2021;04.07.2021 17:00;14;50;10;sehr gut;18,1;14,6;23,6;20,7;0;206,9;5,2;54;1010,9;228
DENW059;04.07.2021;04.07.2021 18:00;14;46;11;sehr gut;18,1;14,6;23,6;20,7;0;206,9;5,2;54;1010,9;228
DENW059;04.07.2021;04.07.2021 19:00;13;42;16;sehr gut;18,1;14,6;23,6;20,7;0;206,9;5,2;54;1010,9;228
DENW059;04.07.2021;04.07.2021 20:00;13;45;14;sehr gut;18,1;14,6;23,6;20,7;0;206,9;5,2;54;1010,9;228
DENW059;04.07.2021;04.07.2021 21:00;13;20;16;sehr gut;18,1;14,6;23,6;20,7;0;206,9;5,2;54;1010,9;228
DENW059;04.07.2021;04.07.2021 22:00;13;8;17;sehr gut;18,1;14,6;23,6;20,7;0;206,9;5,2;54;1010,9;228
DENW059;04.07.2021;04.07.2021 23:00;12;9;14;sehr gut;18,1;14,6;23,6;20,7;0;206,9;5,2;54;1010,9;228
DENW059;05.07.2021;04.07.2021 24:00;12;13;17;sehr gut;18;14,6;21;2,2;0;170,3;8,9;34;1009,5;19
DENW059;05.07.2021;05.07.2021 01:00;11;14;16;sehr gut;18;14,6;21;2,2;0;170,3;8,9;34;1009,5;19
DENW059;05.07.2021;05.07.2021 02:00;11;12;12;sehr gut;18;14,6;21;2,2;0;170,3;8,9;34;1009,5;19
DENW059;05.07.2021;05.07.2021 03:00;11;16;12;sehr gut;18;14,6;21;2,2;0;170,3;8,9;34;1009,5;19
DENW059;05.07.2021;05.07.2021 04:00;11;16;12;sehr gut;18;14,6;21;2,2;0;170,3;8,9;34;1009,5;19
DENW059;05.07.2021;05.07.2021 05:00;11;17;10;sehr gut;18;14,6;21;2,2;0;170,3;8,9;34;1009,5;19
DENW059;05.07.2021;05.07.2021 06:00;10;-;10;sehr gut;18;14,6;21;2,2;0;170,3;8,9;34;1009,5;19
DENW059;05.07.2021;05.07.2021 07:00;10;26;20;sehr gut;18;14,6;21;2,2;0;170,3;8,9;34;1009,5;19
DENW059;05.07.2021;05.07.2021 08:00;10;9;38;gut;18;14,6;21;2,2;0;170,3;8,9;34;1009,5;19
DENW059;05.07.2021;05.07.2021 09:00;9;16;27;gut;18;14,6;21;2,2;0;170,3;8,9;34;1009,5;19
DENW059;05.07.2021;05.07.2021 10:00;9;33;15;sehr gut;18;14,6;21;2,2;0;170,3;8,9;34;1009,5;19
DENW059;05.07.2021;05.07.2021 11:00;9;37;11;sehr gut;18;14,6;21;2,2;0;170,3;8,9;34;1009,5;19
DENW059;05.07.2021;05.07.2021 12:00;9;46;8;sehr gut;18;14,6;21;2,2;0;170,3;8,9;34;1009,5;19
DENW059;05.07.2021;05.07.2021 13:00;9;43;13;sehr gut;18;14,6;21;2,2;0;170,3;8,9;34;1009,5;19
DENW059;05.07.2021;05.07.2021 14:00;8;55;6;sehr gut;18;14,6;21;2,2;0;170,3;8,9;34;1009,5;19
DENW059;05.07.2021;05.07.2021 15:00;8;55;5;sehr gut;18;14,6;21;2,2;0;170,3;8,9;34;1009,5;19
DENW059;05.07.2021;05.07.2021 16:00;8;51;6;sehr gut;18;14,6;21;2,2;0;170,3;8,9;34;1009,5;19
DENW059;05.07.2021;05.07.2021 17:00;8;55;-;sehr gut;18;14,6;21;2,2;0;170,3;8,9;34;1009,5;19
DENW059;05.07.2021;05.07.2021 18:00;8;53;5;sehr gut;18;14,6;21;2,2;0;170,3;8,9;34;1009,5;19
DENW059;05.07.2021;05.07.2021 19:00;8;50;5;sehr gut;18;14,6;21;2,2;0;170,3;8,9;34;1009,5;19
DENW059;05.07.2021;05.07.2021 20:00;8;45;6;sehr gut;18;14,6;21;2,2;0;170,3;8,9;34;1009,5;19
DENW059;05.07.2021;05.07.2021 21:00;8;41;9;sehr gut;18;14,6;21;2,2;0;170,3;8,9;34;1009,5;19
DENW059;05.07.2021;05.07.2021 22:00;7;32;10;sehr gut;18;14,6;21;2,2;0;170,3;8,9;34;1009,5;19
DENW059;05.07.2021;05.07.2021 23:00;8;20;16;sehr gut;18;14,6;21;2,2;0;170,3;8,9;34;1009,5;19
DENW059;06.07.2021;05.07.2021 24:00;8;24;14;sehr gut;19,8;14,6;23,5;2,9;0;183,2;17,2;64;1007,7;160
DENW059;06.07.2021;06.07.2021 01:00;8;24;11;sehr gut;19,8;14,6;23,5;2,9;0;183,2;17,2;64;1007,7;160
DENW059;06.07.2021;06.07.2021 02:00;7;22;12;sehr gut;19,8;14,6;23,5;2,9;0;183,2;17,2;64;1007,7;160
DENW059;06.07.2021;06.07.2021 03:00;7;23;10;sehr gut;19,8;14,6;23,5;2,9;0;183,2;17,2;64;1007,7;160
DENW059;06.07.2021;06.07.2021 04:00;7;24;8;sehr gut;19,8;14,6;23,5;2,9;0;183,2;17,2;64;1007,7;160
DENW059;06.07.2021;06.07.2021 05:00;7;28;7;sehr gut;19,8;14,6;23,5;2,9;0;183,2;17,2;64;1007,7;160
DENW059;06.07.2021;06.07.2021 06:00;7;25;7;sehr gut;19,8;14,6;23,5;2,9;0;183,2;17,2;64;1007,7;160
DENW059;06.07.2021;06.07.2021 07:00;7;-;11;sehr gut;19,8;14,6;23,5;2,9;0;183,2;17,2;64;1007,7;160
DENW059;06.07.2021;06.07.2021 08:00;8;16;14;sehr gut;19,8;14,6;23,5;2,9;0;183,2;17,2;64;1007,7;160
DENW059;06.07.2021;06.07.2021 09:00;8;12;18;sehr gut;19,8;14,6;23,5;2,9;0;183,2;17,2;64;1007,7;160
DENW059;06.07.2021;06.07.2021 10:00;7;23;12;sehr gut;19,8;14,6;23,5;2,9;0;183,2;17,2;64;1007,7;160
DENW059;06.07.2021;06.07.2021 11:00;7;27;8;sehr gut;19,8;14,6;23,5;2,9;0;183,2;17,2;64;1007,7;160
DENW059;06.07.2021;06.07.2021 12:00;7;21;14;sehr gut;19,8;14,6;23,5;2,9;0;183,2;17,2;64;1007,7;160
DENW059;06.07.2021;06.07.2021 13:00;7;49;10;sehr gut;19,8;14,6;23,5;2,9;0;183,2;17,2;64;1007,7;160
DENW059;06.07.2021;06.07.2021 14:00;7;61;4;gut;19,8;14,6;23,5;2,9;0;183,2;17,2;64;1007,7;160
DENW059;06.07.2021;06.07.2021 15:00;7;59;3;sehr gut;19,8;14,6;23,5;2,9;0;183,2;17,2;64;1007,7;160
DENW059;06.07.2021;06.07.2021 16:00;7;56;5;sehr gut;19,8;14,6;23,5;2,9;0;183,2;17,2;64;1007,7;160
DENW059;06.07.2021;06.07.2021 17:00;8;52;8;sehr gut;19,8;14,6;23,5;2,9;0;183,2;17,2;64;1007,7;160
DENW059;06.07.2021;06.07.2021 18:00;8;53;-;sehr gut;19,8;14,6;23,5;2,9;0;183,2;17,2;64;1007,7;160
DENW059;06.07.2021;06.07.2021 19:00;9;52;9;sehr gut;19,8;14,6;23,5;2,9;0;183,2;17,2;64;1007,7;160
DENW059;06.07.2021;06.07.2021 20:00;9;53;5;sehr gut;19,8;14,6;23,5;2,9;0;183,2;17,2;64;1007,7;160
DENW059;06.07.2021;06.07.2021 21:00;9;48;5;sehr gut;19,8;14,6;23,5;2,9;0;183,2;17,2;64;1007,7;160
DENW059;06.07.2021;06.07.2021 22:00;10;44;6;sehr gut;19,8;14,6;23,5;2,9;0;183,2;17,2;64;1007,7;160
DENW059;06.07.2021;06.07.2021 23:00;10;26;15;sehr gut;19,8;14,6;23,5;2,9;0;183,2;17,2;64;1007,7;160
DENW059;07.07.2021;06.07.2021 24:00;10;27;15;sehr gut;19,5;14,1;25,5;0;0;179;9,4;37;1015,2;326
DENW059;07.07.2021;07.07.2021 01:00;10;17;15;sehr gut;19,5;14,1;25,5;0;0;179;9,4;37;1015,2;326
DENW059;07.07.2021;07.07.2021 02:00;10;18;10;sehr gut;19,5;14,1;25,5;0;0;179;9,4;37;1015,2;326
DENW059;07.07.2021;07.07.2021 03:00;11;16;11;sehr gut;19,5;14,1;25,5;0;0;179;9,4;37;1015,2;326
DENW059;07.07.2021;07.07.2021 04:00;11;12;11;sehr gut;19,5;14,1;25,5;0;0;179;9,4;37;1015,2;326
DENW059;07.07.2021;07.07.2021 05:00;11;11;15;sehr gut;19,5;14,1;25,5;0;0;179;9,4;37;1015,2;326
DENW059;07.07.2021;07.07.2021 06:00;11;10;16;sehr gut;19,5;14,1;25,5;0;0;179;9,4;37;1015,2;326
DENW059;07.07.2021;07.07.2021 07:00;11;13;15;sehr gut;19,5;14,1;25,5;0;0;179;9,4;37;1015,2;326
DENW059;07.07.2021;07.07.2021 08:00;11;-;17;sehr gut;19,5;14,1;25,5;0;0;179;9,4;37;1015,2;326
DENW059;07.07.2021;07.07.2021 09:00;11;18;15;sehr gut;19,5;14,1;25,5;0;0;179;9,4;37;1015,2;326
DENW059;07.07.2021;07.07.2021 10:00;11;27;10;sehr gut;19,5;14,1;25,5;0;0;179;9,4;37;1015,2;326
DENW059;07.07.2021;07.07.2021 11:00;11;36;9;sehr gut;19,5;14,1;25,5;0;0;179;9,4;37;1015,2;326
DENW059;07.07.2021;07.07.2021 12:00;12;52;6;sehr gut;19,5;14,1;25,5;0;0;179;9,4;37;1015,2;326
DENW059;07.07.2021;07.07.2021 13:00;12;57;6;sehr gut;19,5;14,1;25,5;0;0;179;9,4;37;1015,2;326
DENW059;07.07.2021;07.07.2021 14:00;13;57;7;sehr gut;19,5;14,1;25,5;0;0;179;9,4;37;1015,2;326
DENW059;07.07.2021;07.07.2021 15:00;12;59;6;sehr gut;19,5;14,1;25,5;0;0;179;9,4;37;1015,2;326
DENW059;07.07.2021;07.07.2021 16:00;12;46;15;sehr gut;19,5;14,1;25,5;0;0;179;9,4;37;1015,2;326
DENW059;07.07.2021;07.07.2021 17:00;12;54;12;sehr gut;19,5;14,1;25,5;0;0;179;9,4;37;1015,2;326
DENW059;07.07.2021;07.07.2021 18:00;12;59;8;sehr gut;19,5;14,1;25,5;0;0;179;9,4;37;1015,2;326
DENW059;07.07.2021;07.07.2021 19:00;12;32;-;sehr gut;19,5;14,1;25,5;0;0;179;9,4;37;1015,2;326
DENW059;07.07.2021;07.07.2021 20:00;12;25;28;gut;19,5;14,1;25,5;0;0;179;9,4;37;1015,2;326
DENW059;07.07.2021;07.07.2021 21:00;12;30;25;gut;19,5;14,1;25,5;0;0;179;9,4;37;1015,2;326
DENW059;07.07.2021;07.07.2021 22:00;12;10;37;gut;19,5;14,1;25,5;0;0;179;9,4;37;1015,2;326
DENW059;07.07.2021;07.07.2021 23:00;12;4;40;gut;19,5;14,1;25,5;0;0;179;9,4;37;1015,2;326
DENW059;08.07.2021;07.07.2021 24:00;12;1;42;m‰ﬂig;18,3;14,3;23,4;4,3;0;240,3;5,2;18;1019,6;92
DENW059;08.07.2021;08.07.2021 01:00;12;0,2;39;gut;18,3;14,3;23,4;4,3;0;240,3;5,2;18;1019,6;92
DENW059;08.07.2021;08.07.2021 02:00;12;0,1;33;gut;18,3;14,3;23,4;4,3;0;240,3;5,2;18;1019,6;92
DENW059;08.07.2021;08.07.2021 03:00;12;0,2;25;gut;18,3;14,3;23,4;4,3;0;240,3;5,2;18;1019,6;92
DENW059;08.07.2021;08.07.2021 04:00;12;0,6;20;sehr gut;18,3;14,3;23,4;4,3;0;240,3;5,2;18;1019,6;92
DENW059;08.07.2021;08.07.2021 05:00;12;0,3;17;sehr gut;18,3;14,3;23,4;4,3;0;240,3;5,2;18;1019,6;92
DENW059;08.07.2021;08.07.2021 06:00;12;0,4;14;sehr gut;18,3;14,3;23,4;4,3;0;240,3;5,2;18;1019,6;92
DENW059;08.07.2021;08.07.2021 07:00;12;0,9;13;sehr gut;18,3;14,3;23,4;4,3;0;240,3;5,2;18;1019,6;92
DENW059;08.07.2021;08.07.2021 08:00;12;1;16;sehr gut;18,3;14,3;23,4;4,3;0;240,3;5,2;18;1019,6;92
DENW059;08.07.2021;08.07.2021 09:00;12;12;18;sehr gut;18,3;14,3;23,4;4,3;0;240,3;5,2;18;1019,6;92
DENW059;08.07.2021;08.07.2021 10:00;12;20;23;gut;18,3;14,3;23,4;4,3;0;240,3;5,2;18;1019,6;92
DENW059;08.07.2021;08.07.2021 11:00;12;23;33;gut;18,3;14,3;23,4;4,3;0;240,3;5,2;18;1019,6;92
DENW059;08.07.2021;08.07.2021 12:00;13;27;46;m‰ﬂig;18,3;14,3;23,4;4,3;0;240,3;5,2;18;1019,6;92
DENW059;08.07.2021;08.07.2021 13:00;13;34;34;gut;18,3;14,3;23,4;4,3;0;240,3;5,2;18;1019,6;92
DENW059;08.07.2021;08.07.2021 14:00;13;28;30;gut;18,3;14,3;23,4;4,3;0;240,3;5,2;18;1019,6;92
DENW059;08.07.2021;08.07.2021 15:00;13;26;33;gut;18,3;14,3;23,4;4,3;0;240,3;5,2;18;1019,6;92
DENW059;08.07.2021;08.07.2021 16:00;14;28;31;gut;18,3;14,3;23,4;4,3;0;240,3;5,2;18;1019,6;92
DENW059;08.07.2021;08.07.2021 17:00;14;32;19;sehr gut;18,3;14,3;23,4;4,3;0;240,3;5,2;18;1019,6;92
DENW059;08.07.2021;08.07.2021 18:00;14;26;16;sehr gut;18,3;14,3;23,4;4,3;0;240,3;5,2;18;1019,6;92
DENW059;08.07.2021;08.07.2021 19:00;14;16;20;sehr gut;18,3;14,3;23,4;4,3;0;240,3;5,2;18;1019,6;92
DENW059;08.07.2021;08.07.2021 20:00;14;27;-;sehr gut;18,3;14,3;23,4;4,3;0;240,3;5,2;18;1019,6;92
DENW059;08.07.2021;08.07.2021 21:00;14;19;24;gut;18,3;14,3;23,4;4,3;0;240,3;5,2;18;1019,6;92
DENW059;08.07.2021;08.07.2021 22:00;14;8;20;sehr gut;18,3;14,3;23,4;4,3;0;240,3;5,2;18;1019,6;92
DENW059;08.07.2021;08.07.2021 23:00;14;0,4;24;gut;18,3;14,3;23,4;4,3;0;240,3;5,2;18;1019,6;92
DENW059;09.07.2021;08.07.2021 24:00;13;-;22;gut;18,7;16;23,3;0;0;298,9;9;27;1021,1;53
DENW059;09.07.2021;09.07.2021 01:00;13;0,5;27;gut;18,7;16;23,3;0;0;298,9;9;27;1021,1;53
DENW059;09.07.2021;09.07.2021 02:00;13;0,4;22;gut;18,7;16;23,3;0;0;298,9;9;27;1021,1;53
DENW059;09.07.2021;09.07.2021 03:00;13;0,1;16;sehr gut;18,7;16;23,3;0;0;298,9;9;27;1021,1;53
DENW059;09.07.2021;09.07.2021 04:00;13;0,4;14;sehr gut;18,7;16;23,3;0;0;298,9;9;27;1021,1;53
DENW059;09.07.2021;09.07.2021 05:00;13;0,6;13;sehr gut;18,7;16;23,3;0;0;298,9;9;27;1021,1;53
DENW059;09.07.2021;09.07.2021 06:00;13;0,8;17;sehr gut;18,7;16;23,3;0;0;298,9;9;27;1021,1;53
DENW059;09.07.2021;09.07.2021 07:00;14;1;23;gut;18,7;16;23,3;0;0;298,9;9;27;1021,1;53
DENW059;09.07.2021;09.07.2021 08:00;14;2;26;gut;18,7;16;23,3;0;0;298,9;9;27;1021,1;53
DENW059;09.07.2021;09.07.2021 09:00;15;7;25;gut;18,7;16;23,3;0;0;298,9;9;27;1021,1;53
DENW059;09.07.2021;09.07.2021 10:00;15;13;23;gut;18,7;16;23,3;0;0;298,9;9;27;1021,1;53
DENW059;09.07.2021;09.07.2021 11:00;16;17;20;sehr gut;18,7;16;23,3;0;0;298,9;9;27;1021,1;53
DENW059;09.07.2021;09.07.2021 12:00;16;25;18;sehr gut;18,7;16;23,3;0;0;298,9;9;27;1021,1;53
DENW059;09.07.2021;09.07.2021 13:00;15;36;17;sehr gut;18,7;16;23,3;0;0;298,9;9;27;1021,1;53
DENW059;09.07.2021;09.07.2021 14:00;16;43;17;sehr gut;18,7;16;23,3;0;0;298,9;9;27;1021,1;53
DENW059;09.07.2021;09.07.2021 15:00;16;47;19;sehr gut;18,7;16;23,3;0;0;298,9;9;27;1021,1;53
DENW059;09.07.2021;09.07.2021 16:00;16;58;16;sehr gut;18,7;16;23,3;0;0;298,9;9;27;1021,1;53
DENW059;09.07.2021;09.07.2021 17:00;16;65;16;gut;18,7;16;23,3;0;0;298,9;9;27;1021,1;53
DENW059;09.07.2021;09.07.2021 18:00;17;75;14;gut;18,7;16;23,3;0;0;298,9;9;27;1021,1;53
DENW059;09.07.2021;09.07.2021 19:00;17;73;17;gut;18,7;16;23,3;0;0;298,9;9;27;1021,1;53
DENW059;09.07.2021;09.07.2021 20:00;17;60;19;sehr gut;18,7;16;23,3;0;0;298,9;9;27;1021,1;53
DENW059;09.07.2021;09.07.2021 21:00;17;51;-;sehr gut;18,7;16;23,3;0;0;298,9;9;27;1021,1;53
DENW059;09.07.2021;09.07.2021 22:00;17;58;15;sehr gut;18,7;16;23,3;0;0;298,9;9;27;1021,1;53
DENW059;09.07.2021;09.07.2021 23:00;18;50;13;sehr gut;18,7;16;23,3;0;0;298,9;9;27;1021,1;53
DENW059;10.07.2021;09.07.2021 24:00;18;37;10;sehr gut;18,9;14,8;24,1;16,4;0;164,7;4,6;38;1017,4;166
DENW059;10.07.2021;10.07.2021 01:00;18;-;18;sehr gut;18,9;14,8;24,1;16,4;0;164,7;4,6;38;1017,4;166
DENW059;10.07.2021;10.07.2021 02:00;18;18;16;sehr gut;18,9;14,8;24,1;16,4;0;164,7;4,6;38;1017,4;166
DENW059;10.07.2021;10.07.2021 03:00;18;13;13;sehr gut;18,9;14,8;24,1;16,4;0;164,7;4,6;38;1017,4;166
DENW059;10.07.2021;10.07.2021 04:00;18;6;12;sehr gut;18,9;14,8;24,1;16,4;0;164,7;4,6;38;1017,4;166
DENW059;10.07.2021;10.07.2021 05:00;18;3;12;sehr gut;18,9;14,8;24,1;16,4;0;164,7;4,6;38;1017,4;166
DENW059;10.07.2021;10.07.2021 06:00;18;2;11;sehr gut;18,9;14,8;24,1;16,4;0;164,7;4,6;38;1017,4;166
DENW059;10.07.2021;10.07.2021 07:00;18;2;10;sehr gut;18,9;14,8;24,1;16,4;0;164,7;4,6;38;1017,4;166
DENW059;10.07.2021;10.07.2021 08:00;17;8;16;sehr gut;18,9;14,8;24,1;16,4;0;164,7;4,6;38;1017,4;166
DENW059;10.07.2021;10.07.2021 09:00;17;12;18;sehr gut;18,9;14,8;24,1;16,4;0;164,7;4,6;38;1017,4;166
DENW059;10.07.2021;10.07.2021 10:00;17;21;16;sehr gut;18,9;14,8;24,1;16,4;0;164,7;4,6;38;1017,4;166
DENW059;10.07.2021;10.07.2021 11:00;16;40;13;sehr gut;18,9;14,8;24,1;16,4;0;164,7;4,6;38;1017,4;166
DENW059;10.07.2021;10.07.2021 12:00;16;62;11;gut;18,9;14,8;24,1;16,4;0;164,7;4,6;38;1017,4;166
DENW059;10.07.2021;10.07.2021 13:00;16;64;12;gut;18,9;14,8;24,1;16,4;0;164,7;4,6;38;1017,4;166
DENW059;10.07.2021;10.07.2021 14:00;15;69;10;gut;18,9;14,8;24,1;16,4;0;164,7;4,6;38;1017,4;166
DENW059;10.07.2021;10.07.2021 15:00;15;77;8;gut;18,9;14,8;24,1;16,4;0;164,7;4,6;38;1017,4;166
DENW059;10.07.2021;10.07.2021 16:00;14;85;7;gut;18,9;14,8;24,1;16,4;0;164,7;4,6;38;1017,4;166
DENW059;10.07.2021;10.07.2021 17:00;14;72;12;gut;18,9;14,8;24,1;16,4;0;164,7;4,6;38;1017,4;166
DENW059;10.07.2021;10.07.2021 18:00;14;60;20;sehr gut;18,9;14,8;24,1;16,4;0;164,7;4,6;38;1017,4;166
DENW059;10.07.2021;10.07.2021 19:00;14;72;12;gut;18,9;14,8;24,1;16,4;0;164,7;4,6;38;1017,4;166
DENW059;10.07.2021;10.07.2021 20:00;13;55;19;sehr gut;18,9;14,8;24,1;16,4;0;164,7;4,6;38;1017,4;166
DENW059;10.07.2021;10.07.2021 21:00;13;53;21;gut;18,9;14,8;24,1;16,4;0;164,7;4,6;38;1017,4;166
DENW059;10.07.2021;10.07.2021 22:00;13;55;-;sehr gut;18,9;14,8;24,1;16,4;0;164,7;4,6;38;1017,4;166
DENW059;10.07.2021;10.07.2021 23:00;13;40;13;sehr gut;18,9;14,8;24,1;16,4;0;164,7;4,6;38;1017,4;166
DENW059;11.07.2021;10.07.2021 24:00;12;33;15;sehr gut;18,7;15,8;23,5;0;0;287,4;8,1;24;1015,8;239
DENW059;11.07.2021;11.07.2021 01:00;12;22;15;sehr gut;18,7;15,8;23,5;0;0;287,4;8,1;24;1015,8;239
DENW059;11.07.2021;11.07.2021 02:00;12;-;13;sehr gut;18,7;15,8;23,5;0;0;287,4;8,1;24;1015,8;239
DENW059;11.07.2021;11.07.2021 03:00;11;15;11;sehr gut;18,7;15,8;23,5;0;0;287,4;8,1;24;1015,8;239
DENW059;11.07.2021;11.07.2021 04:00;11;9;9;sehr gut;18,7;15,8;23,5;0;0;287,4;8,1;24;1015,8;239
DENW059;11.07.2021;11.07.2021 05:00;11;9;11;sehr gut;18,7;15,8;23,5;0;0;287,4;8,1;24;1015,8;239
DENW059;11.07.2021;11.07.2021 06:00;11;8;12;sehr gut;18,7;15,8;23,5;0;0;287,4;8,1;24;1015,8;239
DENW059;11.07.2021;11.07.2021 07:00;11;12;12;sehr gut;18,7;15,8;23,5;0;0;287,4;8,1;24;1015,8;239
DENW059;11.07.2021;11.07.2021 08:00;11;20;10;sehr gut;18,7;15,8;23,5;0;0;287,4;8,1;24;1015,8;239
DENW059;11.07.2021;11.07.2021 09:00;11;22;9;sehr gut;18,7;15,8;23,5;0;0;287,4;8,1;24;1015,8;239
DENW059;11.07.2021;11.07.2021 10:00;11;26;8;sehr gut;18,7;15,8;23,5;0;0;287,4;8,1;24;1015,8;239
DENW059;11.07.2021;11.07.2021 11:00;11;35;8;sehr gut;18,7;15,8;23,5;0;0;287,4;8,1;24;1015,8;239
DENW059;11.07.2021;11.07.2021 12:00;11;45;6;sehr gut;18,7;15,8;23,5;0;0;287,4;8,1;24;1015,8;239
DENW059;11.07.2021;11.07.2021 13:00;11;61;6;gut;18,7;15,8;23,5;0;0;287,4;8,1;24;1015,8;239
DENW059;11.07.2021;11.07.2021 14:00;11;59;6;sehr gut;18,7;15,8;23,5;0;0;287,4;8,1;24;1015,8;239
DENW059;11.07.2021;11.07.2021 15:00;11;53;9;sehr gut;18,7;15,8;23,5;0;0;287,4;8,1;24;1015,8;239
DENW059;11.07.2021;11.07.2021 16:00;11;50;10;sehr gut;18,7;15,8;23,5;0;0;287,4;8,1;24;1015,8;239
DENW059;11.07.2021;11.07.2021 17:00;11;71;5;gut;18,7;15,8;23,5;0;0;287,4;8,1;24;1015,8;239
DENW059;11.07.2021;11.07.2021 18:00;11;73;5;gut;18,7;15,8;23,5;0;0;287,4;8,1;24;1015,8;239
DENW059;11.07.2021;11.07.2021 19:00;11;61;11;gut;18,7;15,8;23,5;0;0;287,4;8,1;24;1015,8;239
DENW059;11.07.2021;11.07.2021 20:00;11;34;24;gut;18,7;15,8;23,5;0;0;287,4;8,1;24;1015,8;239
DENW059;11.07.2021;11.07.2021 21:00;11;19;29;gut;18,7;15,8;23,5;0;0;287,4;8,1;24;1015,8;239
DENW059;11.07.2021;11.07.2021 22:00;11;14;33;gut;18,7;15,8;23,5;0;0;287,4;8,1;24;1015,8;239
DENW059;11.07.2021;11.07.2021 23:00;12;0,4;-;sehr gut;18,7;15,8;23,5;0;0;287,4;8,1;24;1015,8;239
DENW059;12.07.2021;11.07.2021 24:00;12;1;35;gut;20,6;15,2;25,8;4,4;0;125,1;7,7;22;1011,7;397
DENW059;12.07.2021;12.07.2021 01:00;13;3;27;gut;20,6;15,2;25,8;4,4;0;125,1;7,7;22;1011,7;397
DENW059;12.07.2021;12.07.2021 02:00;13;2;22;gut;20,6;15,2;25,8;4,4;0;125,1;7,7;22;1011,7;397
DENW059;12.07.2021;12.07.2021 03:00;14;-;19;sehr gut;20,6;15,2;25,8;4,4;0;125,1;7,7;22;1011,7;397
DENW059;12.07.2021;12.07.2021 04:00;14;2;16;sehr gut;20,6;15,2;25,8;4,4;0;125,1;7,7;22;1011,7;397
DENW059;12.07.2021;12.07.2021 05:00;14;7;13;sehr gut;20,6;15,2;25,8;4,4;0;125,1;7,7;22;1011,7;397
DENW059;12.07.2021;12.07.2021 06:00;14;8;11;sehr gut;20,6;15,2;25,8;4,4;0;125,1;7,7;22;1011,7;397
DENW059;12.07.2021;12.07.2021 07:00;15;5;13;sehr gut;20,6;15,2;25,8;4,4;0;125,1;7,7;22;1011,7;397
DENW059;12.07.2021;12.07.2021 08:00;15;14;15;sehr gut;20,6;15,2;25,8;4,4;0;125,1;7,7;22;1011,7;397
DENW059;12.07.2021;12.07.2021 09:00;15;21;16;sehr gut;20,6;15,2;25,8;4,4;0;125,1;7,7;22;1011,7;397
DENW059;12.07.2021;12.07.2021 10:00;15;39;10;sehr gut;20,6;15,2;25,8;4,4;0;125,1;7,7;22;1011,7;397
DENW059;12.07.2021;12.07.2021 11:00;15;56;7;sehr gut;20,6;15,2;25,8;4,4;0;125,1;7,7;22;1011,7;397
DENW059;12.07.2021;12.07.2021 12:00;14;74;3;gut;20,6;15,2;25,8;4,4;0;125,1;7,7;22;1011,7;397
DENW059;12.07.2021;12.07.2021 13:00;14;78;4;gut;20,6;15,2;25,8;4,4;0;125,1;7,7;22;1011,7;397
DENW059;12.07.2021;12.07.2021 14:00;14;79;3;gut;20,6;15,2;25,8;4,4;0;125,1;7,7;22;1011,7;397
DENW059;12.07.2021;12.07.2021 15:00;14;77;5;gut;20,6;15,2;25,8;4,4;0;125,1;7,7;22;1011,7;397
